rec_id,record_url,Item Number,Title,Language,Other Language,Pages,Captured Date,Report Date,Intel Date,Batch Number,Origin Office,Human Source Number,Col. Proj. Number,Source,Country,Related Country,Security Classification,Document Type,Map Locations,map_grid_ref,map_lat,map_lon,Log Number,Intel,Subject,Keyword,Organization,Personality,Location,Location C,Location P
89895,https://cdec.vietnam.ttu.edu/search/item.php?rec=89895,F034603110752,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 02-1494-68, 02/05/1968, CTZ 3, Binh Duong Province",English,Vietnamese,48,1968/02/05,1968/02/07,1968/02/05,68 0305,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT8319 [11.02609°, 106.6717°]",48PXT8319,11.02609,106.6717,02-1494-68,"Armed Forces | General | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Personnel | Science & Technology, Engineering | Geography & Cartography | Cartography, Surveying, Geodesy | Maps & Charts","Log # 02-1494-68 | List of members | Biography | Cartographic Representation, Overlays & sketches | Combined Document Exploitation Center",Name | NAME,"US 1st Inf. Div. (Inc. 1st MI Det) | South Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LNon-Infiltrator | Regiment RT-273 | Division DN-9 | Unit UT-T17 | Unit UT-D8 | Unit UT-D9 | Battalion BN-7 | Battalion BN-8 | Battalion BN-9 | Unit UT-C707 | Unit UT-C709 | Unit UT-C2 | Unit UT-B3 | Unit UT-B15 | Unit UT-B16",,CTZ 3 | Bu Dop | Bau Bang | Loc Ninh,Combat Tactical Zone 3,Binh Duong
89910,https://cdec.vietnam.ttu.edu/search/item.php?rec=89910,F034603110928,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 02-1457-68, 02/07/1968, CTZ 3, Binh Duong Province",English,Vietnamese,28,1968/02/07,1968/02/12,1968/02/06,68 0306,,,,Viet Cong,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT8642 [11.23385°, 106.70036°]",48PXT8642,11.23385,106.70036,02-1457-68,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Mission & Objectives | Science & Technology, Engineering | Geography & Cartography | Cartography, Surveying, Geodesy | Maps & Charts | Armed Forces | General | Armed Forces | Military Intentions | War Plans | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack | Armed Forces | Tactics & Operations | General | Transportation | Interdiction of Lines of Communication | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | Activities, Methods | Agitation & Propaganda | Governmental Politics, & International Activities & Institutes | Propaganda | Operations | For Domestic Consumption | Armed Forces | Commanders, Chiefs-of-Staff | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Raid","Log # 02-1457-68 | Order of Battle | Cartographic Representation, Overlays & sketches | List of members | Officer Personnel | Enlisted Personnel | Tactics | Description and/or Pinpoint Location of Facilities | Operations | Combined Document Exploitation Center",Route-13 | Route-13 | Route-14 | Route-15 | RTE13 | RTE13 | RTE14 | RTE15,US 1st Inf. Div. (Inc. 1st MI Det) | Unit UT-D1 | Unit UT-E14 | Unit UT-F7 | Battalion BN-1 | Regiment RT-141 | Division DN-7 | Unit UT-C1 | Unit UT-C2 | Unit UT-C3 | Unit UT-C5 | Unit UT-D2 | Unit UT-D3 | Regiment RT-141 | Unit UT-Q17 | Unit UT-V17 | Unit UT-K1 | Unit UT-Q2 | Regiment RT-272 | Unit UT-PHULOI | Battalion BN-14 | Unit UT-C14 | Unit UT-D14 | Unit UT-D11 | Group GP-90,Lic | Hong | Van | Tien | Dao | Toan | Vinh | C:SU | Nhan | Than | Thuy | Quan | C:NHUAN | Thuan | C:YEN | Ke | Thanh | Vien | Ho | Tam | Tien | Hao | Tinh | Viet | Dien | C:UYEN | Can | Kim | Han | Luong | Phuong | Bay | Bang | C:MY | Thanh | Hoi | Van | Ngoc | Khoa | C:BE | Thu | Bang | Thiet | C:MUOI | Phong | Hoang Van Dinh | Dinh | Vong | Giap,CTZ 3 | Loc Ninh | Phu Giao | Phuoc Sang | Bo Chon | ONGTE | Phu Hung | Bau Bang | Phu Trung | CTZ 3 | BUGIAY | BONGTRANG | Lam Son | Bo Tuc | Ca Tum,Combat Tactical Zone 3 | Combat Tactical Zone 3,Binh Duong | Binh Duong
89972,https://cdec.vietnam.ttu.edu/search/item.php?rec=89972,F034603111692,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 02-1358-67, 02/05/1968, CTZ 3, Binh Duong Province",English,Vietnamese,12,1968/02/05,1968/02/07,1968/01/25,67 0309,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT8319 [11.02609°, 106.6717°]",48PXT8319,11.02609,106.6717,02-1358-67,"Armed Forces | Status of the Armed Forces | Military Traditions, Ceremonies, & Decorations",Log # 02-1358-67 | Combined Document Exploitation Center,Award | Letter of Commendation | AWARD | LTRCOM,US 1st Inf. Div. (Inc. 1st MI Det) | Unit UT-B3 | Group GP-72 | Group GP-37,Huynh Van | Guong | Nguyen Vanh | Hu | C:VI | Nguyen Van Con | Con | Le | Nguyen Huu Tho | Lam Vien | Vien | Truong Xuan | C:SU | Truong Xuan | C:SU,CTZ 3 | THAMLUONG | Tan Son Nhi | CTZ 5 | Hiep My | CTZ 4 | Loc Ninh | Bu Dop | NGHITHO | DRV,Combat Tactical Zone 3 | Combat Tactical Zone 5 | Combat Tactical Zone 4 | DRV,Binh Duong | Gia Dinh | Vinh Binh | Nghe An
90057,https://cdec.vietnam.ttu.edu/search/item.php?rec=90057,F034603112773,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 02-1612-67, 02/05/1968, CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,6,1968/02/05,1968/02/15,1967/11/26,67 0317,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN","South Vietnam, Saigon Government",Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT7085 [11.62339°, 106.55596°]",48PXT7085,11.62339,106.55596,02-1612-67,Armed Forces | Operations Against Foreign Countries | Prisoners-Of-War [POW] | Armed Forces | Operations Against Foreign Countries | Prisoners-Of-War [POW] | Political Indoctrination | Armed Forces | Operations Against Foreign Countries | Prisoners-Of-War [POW] | Repatriation,Log # 02-1612-67 | Combined Document Exploitation Center,,US 1st Inf. Div. (Inc. 1st MI Det) | Unit UT-Z2 | Group GP-95B | Division DN-5,,CTZ 3 | CTZ 3,Combat Tactical Zone 3 | Combat Tactical Zone 3,Binh Long | Binh Long
90541,https://cdec.vietnam.ttu.edu/search/item.php?rec=90541,F034603132357,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 03-0268-68, , Loc Ninh",English,Vietnamese,4,,1968/02/12,1968/01/25,68 0347,525MI,,,Unknown,Cambodia,"The Viet Cong, Central Office, SVN, NLFVN",Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU7627 [12.00276°, 106.6132°]",48PXU7627,12.00276,106.6132,03-0268-68,"Armed Forces | Troop & Supply Movement Statistics, Methods, & Operating Procedures | Road & Overland | Methods & Operating Procedures | Governmental Politics, & International Activities & Institutes | Hegemony, Spheres of Influence | Military Influence & Penetration | Foreign Troops in Country | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units",Log # 03-0268-68 | Order of Battle | Combined Document Exploitation Center,Troops | TROOPS,Unit UT-000,,Loc Ninh | Kracheh,,
90605,https://cdec.vietnam.ttu.edu/search/item.php?rec=90605,F034603140376,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 02-1731-68, 02/14/1968, CTZ 3, Binh Duong Province",English,Vietnamese,8,1968/02/14,1968/02/16,1968/01/20,68 0351,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT7009 [10.93631°, 106.55226°]",48PXT7009,10.93631,106.55226,02-1731-68,"Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Personal Documentation | Internal Movement Documentation | Armed Forces | Status of the Armed Forces | Military Traditions, Ceremonies, & Decorations | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Armed Forces | Assignment, Promotion, Demotion | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party",Log # 02-1731-68 | Combined Document Exploitation Center,Infiltration | Letter of Appreciation | Transfer | INFILT | LTRAPP | TRANSF,"US 25th Inf. Div. (Inc. 25th MI Det) | Group GP-233 | Unit UT-S9 | Unit UT-H16 | Company CO-4 | Group GP-23 | Company CO-16 | Battalion BN-4 | Regiment RT-272 | Division DN-9 | North Vietnamese, L | Unit UT-B1 | Unit UT-B2 | Unit UT-C16 | Unit UT-D4",Can | Phan Vanh | Hoa | Nguyen Tan Dan | Danh,CTZ 3 | Hai Yen | Loc Ninh | Binh Hoa | PHUOCLACH | CTZ 4 | BANETCHAY | COPHUM | CANDEC | CTZ 4,Combat Tactical Zone 3 | Combat Tactical Zone 4 | Combat Tactical Zone 4,Binh Duong | Kien Hoa | Dinh Toung
90945,https://cdec.vietnam.ttu.edu/search/item.php?rec=90945,F034603150839,"Captured Documents (CDEC): US 1st Inf. Div. (Inc. 1st MI Det), Log Number 00-0061-68, 02/01/1968, CTZ 3, Binh Duong Province",English,Vietnamese,12,1968/02/01,1968/02/18,1968/02/18,68 0359,,D3468,,US 1st Inf. Div. (Inc. 1st MI Det),"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Army | Doc Indexed MACV | Interrogation report for a captive | Fixed zero | Indexing system used,"48PXT4869 [11.47975°, 106.35351°]",48PXT4869,11.47975,106.35351,00-0061-68,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps | Armed Forces | Manpower & Personnel Procurement | Mobilization & Maintenance of Forces | Other | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Personnel | Social & Cultural Structure & Institutions | Customs & Manners | Other | Treatment of the Dead | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps",Log # 00-0061-68 | Biography | Enlisted Personnel | Order of Battle | Description and/or Pinpoint Location of Facilities | Combined Document Exploitation Center,Base | Reinforcement of Personel | Replacement of Personel | Base | BASE | REINFO | REPLAC | BASE,"South Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LNon-Infiltrator | Regiment RT-273 | Battalion BN-7 | Battalion BN-8 | Battalion BN-9 | Unit UT-C16 | Unit UT-C17 | Unit UT-C18 | Unit UT-C19 | Unit UT-C20 | Unit UT-C21 | Unit UT-C22 | Unit UT-C23 | Unit UT-C24 | Unit UT-C25 | Unit UT-C26",Nguyen | Quy | Nam Quy | Quy | Chin | C:MAY | Bay Hue | Hue | Hai | C:HEN | Hai | C:SU | Ngoc Anh | Anh | Hai | C:AN | C:BADUC | Duc | Bay Hai | Hai | C:MUOITUC | Tuc | Chin | C:MAY,CTZ 3 | Loc Ninh | Bu Dop | Bien Hoa | CTZ 3 | CTZ 3 | Suoi Ba Chiem,Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3,Binh Duong | Binh Duong | Tay Ninh
91104,https://cdec.vietnam.ttu.edu/search/item.php?rec=91104,F034603152305,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 02-1733-68, 02/05/1968, CTZ 3, Binh Duong Province",English,Vietnamese,8,1968/02/05,1968/02/07,1967/12/27,68 0428,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT8319 [11.02609°, 106.6717°]",48PXT8319,11.02609,106.6717,02-1733-68,"Armed Forces | General | Social & Cultural Structure & Institutions | Health, Hygiene, Sanitation | Health Services | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Personnel | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack",Log # 02-1733-68 | List of members | Biography | Operations | Combined Document Exploitation Center,Wounded | WOUNDE,"US 1st Inf. Div. (Inc. 1st MI Det) | South Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LNon-Infiltrator | Unit UT-VB | Unit UT-B1 | Unit UT-B2 | Unit UT-V7 | Regiment RT-273 | Division DN-9 | Unit UT-T17 | Unit UT-B3 | Unit UT-T18 | Unit UT-T19 | Unit UT-C18 | Unit UT-C19 | Unit UT-C20 | Unit UT-C21 | Battalion BN-7 | Battalion BN-8 | Battalion BN-9",,CTZ 3 | Loc Ninh | CTZ 3 | Bu Dop | CTZ 3,Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3,Binh Duong | Binh Long | Phuoc Long
91122,https://cdec.vietnam.ttu.edu/search/item.php?rec=91122,F034603152746,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 00-0022-67, , CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,6,,1968/01/22,1968/01/22,67 0373,,,,United States,"The Viet Cong, Central Office, SVN, NLFVN","The Viet Cong, Central Office, SVN, NLFVN",Confidential | No Control | No Release Restriction | Raw Intelligence,Army | Doc Indexed MACV | Daily Intelligence Summary | Fixed zero | Indexing system used,"48PXT7880 [11.57778°, 106.62906°]",48PXT7880,11.57778,106.62906,00-0022-67,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Resources, Commodities & Weapons | Quartermaster & Miscellaneous Military Equipment | Clothing & Related Equipment | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Status of the Armed Forces | Political Position of the Armed Forces | Relations Between Armed Forces & the Public | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack | Armed Forces | Troop & Supply Movement Statistics, Methods, & Operating Procedures | Road & Overland | Methods & Operating Procedures",Log # 00-0022-67 | Order of Battle | Product Specifications and Description | Order of Battle | Operations | Combined Document Exploitation Center,Troops | TROOPS,Division DN-9,,CTZ 3,Combat Tactical Zone 3,Binh Long
91352,https://cdec.vietnam.ttu.edu/search/item.php?rec=91352,F034603162947,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 00-0381-67, 11/25/1967, Loc Ninh",English,Vietnamese,8,1967/11/25,1968/02/24,1967/11/00,67 0382,AMIC,1770,,Unknown,"North Viet Nam, Hampi Gov and its active forces",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU8423 [11.96617°, 106.68643°]",48PXU8423,11.96617,106.68643,06-9568-67 | 00-0381-67,"Science & Technology, Engineering | Geography & Cartography | Military Geography | Infiltration & Exfiltration Routes | Social & Cultural Structure & Institutions | Health, Hygiene, Sanitation | Medical Facilities | Hospitals | Military | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Social & Cultural Structure & Institutions | Health, Hygiene, Sanitation | Health Services | Social & Cultural Structure & Institutions | Customs & Manners | Other | Treatment of the Dead | Resources, Commodities & Weapons | Quartermaster & Miscellaneous Military Equipment | Subsistence Equipment | Rations | Resources, Commodities & Weapons | Agricultural Crops | Grain Crops | Rice | Resources, Commodities & Weapons | Weapons, Ammunition, & Military Equipment | Weapons | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps | Social & Cultural Structure & Institutions | Health, Hygiene, Sanitation | Disease Incidence | Malaria",Log # 06-9568-67 | Log # 00-0381-67 | Biography | Enlisted Personnel | Storage Facilities | Transportation Techniques | Description and/or Pinpoint Location of Facilities | Combined Document Exploitation Center,Route-THONGNHAT | Base | RTETHONGNHAT | BASE,"North Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LInfiltrator | Regiment RT-165 | Unit UT-K70",Le | Tinh,Loc Ninh | CTZ 3 | CTZ 3,Combat Tactical Zone 3 | Combat Tactical Zone 3,Binh Long | Phuoc Long
91788,https://cdec.vietnam.ttu.edu/search/item.php?rec=91788,F034603181897,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 02-1525-68, 02/05/1968, CTZ 3, Binh Duong Province",English,Vietnamese,6,1968/02/05,1968/02/07,1967/11/05,68 0401,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT8319 [11.02609°, 106.6717°]",48PXT8319,11.02609,106.6717,02-1525-68,Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Personnel | Armed Forces | General,Log # 02-1525-68 | List of members | Enlisted Personnel | Combined Document Exploitation Center,Name | Unknown G Description | NAME | HQ,US 1st Inf. Div. (Inc. 1st MI Det) | Unit UT-T17 | Battalion BN-7 | Regiment RT-273 | Unit UT-C1 | Unit UT-C2 | Unit UT-C3 | Unit UT-C4 | Company CO-1 | Company CO-2 | Company CO-3 | Company CO-4,Tuong Loi | Ha Thua | Thua,CTZ 3 | Loc Ninh,Combat Tactical Zone 3,Binh Duong
92658,https://cdec.vietnam.ttu.edu/search/item.php?rec=92658,F034603220659,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 00-0535-68, 02/13/1968, CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,7,1968/02/13,1968/03/12,1968/01/00,68 0454,AMIC,1931,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used",,,,,10-3768-68 | 00-0535-68,"Social & Cultural Structure & Institutions | Health, Hygiene, Sanitation | Medical Facilities | Hospitals | Military | Social & Cultural Structure & Institutions | Health, Hygiene, Sanitation | Health Services | Science & Technology, Engineering | Medicine | Human Diseases, Injuries, Causes of Death | Infective & Parasitic Diseases Generally, Diseases Primarily Caused by Specific Infection | Other Infective & Parasitic Diseases",Log # 10-3768-68 | Log # 00-0535-68 | Biography | Enlisted Personnel | Description and/or Pinpoint Location of Facilities | Combined Document Exploitation Center,Wounded | Beri Beri | WOUNDE | BERIBE,"North Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LInfiltrator | Unit UT-C23",Duong Mai Lam | Lam | C:KINH | Thu | C:BENH,CTZ 3,Combat Tactical Zone 3,Binh Long
92885,https://cdec.vietnam.ttu.edu/search/item.php?rec=92885,F034603230327,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 03-4168-68, , Loc Ninh",English,Vietnamese,4,,1968/02/20,1968/02/09,68 0467,525MI,K002,1968-U1180,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU8213 [11.87589°, 106.66752°]",48PXU8213,11.87589,106.66752,03-4168-68,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Tactics & Operations | General | Passive Defense Tactics & Operating Procedures | Dispersal of Personnel & Equipment | Armed Forces | Women in the Services | Armed Forces | Troop & Supply Movement Statistics, Methods, & Operating Procedures | Road & Overland | Methods & Operating Procedures",Log # 03-4168-68 | Order of Battle | Order of Battle | Combined Document Exploitation Center,Troops | TROOPS,,,Loc Ninh,,
93834,https://cdec.vietnam.ttu.edu/search/item.php?rec=93834,F034603281152,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 03-1875-68, 02/02/1968, CTZ 3, Binh Duong Province",English,Vietnamese,10,1968/02/02,1968/02/07,1968/01/01,68 0532,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT8418 [11.01699°, 106.6808°]",48PXT8418,11.01699,106.6808,03-1875-68,"Armed Forces | Assignment, Promotion, Demotion | Armed Forces | Status of the Armed Forces | Military Traditions, Ceremonies, & Decorations | Armed Forces | General | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Raid",Log # 03-1875-68 | List of members | Operations | Combined Document Exploitation Center,Promotion | Award | Letter of Appreciation | Letter of Commendation | PROMOT | AWARD | LTRAPP | LTRCOM,US 1st Inf. Div. (Inc. 1st MI Det) | Unit UT-V7 | Regiment RT-273 | Division DN-9 | Company CO-20 | Group GP-72 | Unit UT-C20 | Group GP-37,Nguyen Vanh | C:HEN | Nguyen Van | C:GHEP | Le Chan | Chan | Tran Thanh Son | Son | Tran Van | C:QUOI | Lam | C:A | C:KHONGKHOE | C:KHOE | Phan Huynh | Huynh | Tran Van | C:VI | Le Thanh | Thanh,CTZ 3 | BAUBANG4 | Loc Ninh,Combat Tactical Zone 3,Binh Duong
94483,https://cdec.vietnam.ttu.edu/search/item.php?rec=94483,F034603311624,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 06-0168-68, , CTZ 3, Binh Long Province",English,Vietnamese,8,,1968/03/15,1968/03/08,68 0565,525MI,P3312,1968-19000,Unknown,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU8421 [11.94809°, 106.68632°]",48PXU8421,11.94809,106.68632,06-0168-68,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Irregular & Paramilitary Forces | Unconventional Forces | Armed Forces | Troop & Supply Movement Statistics, Methods, & Operating Procedures | Road & Overland | Armed Forces | Tactics & Operations | General | Civilian Exploitation & Utilization | Resources, Commodities & Weapons | Weapons, Ammunition, & Military Equipment | Ammunition and-or Explosives | Resources, Commodities & Weapons | Agricultural Crops | Grain Crops | Rice",Log # 06-0168-68 | Order of Battle | Transportation Techniques | Combined Document Exploitation Center,,Squadron SN-,,CTZ 3 | SOCKARAN11 | SOCLOCAN | SOCBUYORTOH | SOCBUNHODONG | Loc Ninh | SOCLOCHOA | Loc An,Combat Tactical Zone 3,Binh Long
94668,https://cdec.vietnam.ttu.edu/search/item.php?rec=94668,F034603320634,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 06-2868-68, , CTZ 3, Binh Long Province",English,Vietnamese,3,,1968/03/16,1968/03/10,68 0570,525MI,,1968-19000,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU7413 [11.87631°, 106.59409°]",48PXU7413,11.87631,106.59409,06-2868-68,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units",Log # 06-2868-68 | Order of Battle | Combined Document Exploitation Center,,Unit UT- | Other Organization,,CTZ 3 | LOCTAN | Loc Ninh,Combat Tactical Zone 3,Binh Long
97749,https://cdec.vietnam.ttu.edu/search/item.php?rec=97749,F034603421968,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 10-7568-68, , Loc Ninh",English,Vietnamese,3,,1968/04/10,1968/03/10,68 0721,525MI,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXT3963 [11.42587°, 106.27077°]",48PXT3963,11.42587,106.27077,10-7568-68,Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Personnel | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Equipment,Log # 10-7568-68 | Combined Document Exploitation Center,"Name | Effects of air operations, including naval air | NAME | EFFAIR",,,Loc Ninh | CTZ 3,Combat Tactical Zone 3,Tay Ninh
97825,https://cdec.vietnam.ttu.edu/search/item.php?rec=97825,F034603422360,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 08-9968-68, , Loc Ninh",English,Vietnamese,3,,1968/04/01,1968/03/04,68 0723,525MI,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXT3963 [11.42587°, 106.27077°]",48PXT3963,11.42587,106.27077,08-9968-68,"Resources, Commodities & Weapons | Motor Vehicles & Components | Armored | Tanks | 20 Through 40 Tons | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Personnel | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Equipment",Log # 08-9968-68 | Sighting of Military Equipment | Combined Document Exploitation Center,"Name | Effects of air operations, including naval air | NAME | EFFAIR",,,Loc Ninh | CTZ 3,Combat Tactical Zone 3,Tay Ninh
97869,https://cdec.vietnam.ttu.edu/search/item.php?rec=97869,F034603422533,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 08-2768-68, , Loc Ninh",English,Vietnamese,3,,1968/03/27,1968/03/13,68 0724,525MI,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXT3862 [11.41687°, 106.26156°]",48PXT3862,11.41687,106.26156,08-2768-68,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units",Log # 08-2768-68 | Order of Battle | Combined Document Exploitation Center,,Battalion BN- | Regiment RT-8,Nghe | Thoa,Loc Ninh | CTZ 3,Combat Tactical Zone 3,Tay Ninh
