rec_id,record_url,Item Number,Title,Language,Other Language,Pages,Captured Date,Report Date,Intel Date,Batch Number,Origin Office,Human Source Number,Col. Proj. Number,Source,Country,Related Country,Security Classification,Document Type,Map Locations,map_grid_ref,map_lat,map_lon,Log Number,Intel,Subject,Keyword,Organization,Personality,Location,Location C,Location P
12452,https://cdec.vietnam.ttu.edu/search/item.php?rec=12452,F034600580919,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 70-4167-00, , Loc Ninh",English,Vietnamese,4,,1967/03/17,1967/03/07,00 0058,,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXT2064 [11.43562°, 106.09666°]",48PXT2064,11.43562,106.09666,70-4167-00,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Resources, Commodities & Weapons | Quartermaster & Miscellaneous Military Equipment | Clothing & Related Equipment | Resources, Commodities & Weapons | Quartermaster & Miscellaneous Military Equipment | Clothing & Related Equipment",Log # 70-4167-00 | Order of Battle | Product Specifications and Description | Military Markings | Combined Document Exploitation Center,,Battalion BN-302,Le Quoc Du | Du,Loc Ninh | Choi | GIAM | TOHOP | TOHOP | CTZ 3,Combat Tactical Zone 3,Tay Ninh
14008,https://cdec.vietnam.ttu.edu/search/item.php?rec=14008,F034600541479,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 04-1146-00, 03/30/1966,",English,Vietnamese,3,1966/03/30,1966/04/18,1966/03/30,00 0054,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT6217 [11.009°, 106.47944°]",48PXT6217,11.009,106.47944,04-1146-00,"Armed Forces | Ground Forces Training | Infantry | Armed Forces | Doctrine, Strategy, Theories of Warfare | Offensive Warfare",Log # 04-1146-00 | Combined Document Exploitation Center,,US 25th Inf. Div. (Inc. 25th MI Det),,,,
14709,https://cdec.vietnam.ttu.edu/search/item.php?rec=14709,F034600530100,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 58-9667-00, , Bau Bang",English,Vietnamese,3,,1967/03/08,1967/03/01,00 0053,,,1967-U0402,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXT7946 [11.27037°, 106.63646°]",48PXT7946,11.27037,106.63646,58-9667-00,"Commerce, Industry, Finance | Government Finance, Banking & Credit, Monetary System | Revenue | Taxes | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Restrictions | Travel Restrictions",Log # 58-9667-00 | Combined Document Exploitation Center,Route-13 | RTE13,,,Bau Bang | CTZ 3,Combat Tactical Zone 3,Binh Duong
15286,https://cdec.vietnam.ttu.edu/search/item.php?rec=15286,F034600511136,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 51-2667-00, , Unknown D Description",English,Vietnamese,4,,1967/03/02,1967/02/24,00 0051,,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU8015 [11.89407°, 106.64927°]",48PXU8015,11.89407,106.64927,51-2667-00,"Resources, Commodities & Weapons | Agricultural Crops | Grain Crops | Rice",Log # 51-2667-00 | Procurement | Combined Document Exploitation Center,,,,DIEUCUI | DIEUKEM | SOCBUNHODONG | Loc An | Loc Ninh | CTZ 3,Combat Tactical Zone 3,Binh Long
16405,https://cdec.vietnam.ttu.edu/search/item.php?rec=16405,F034600472260,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 69-0566-00, , CTZ 3, Binh Long Province, Loc Ninh District",English,Vietnamese,4,,1966/10/05,1966/09/28,00 0047,,,1966-40405,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU9113 [11.87539°, 106.75012°]",48PXU9113,11.87539,106.75012,69-0566-00,"Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Attack | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Civilian & Military Security Systems | Loyalty & Security Programs | Political Indoctrination",Log # 69-0566-00 | Combined Document Exploitation Center,Unknown G Description | Troops | 80120 | TROOPS,,,CTZ 3 | Song Be | HONQUN | SOCPTAM | CTZ 2,Combat Tactical Zone 3 | Combat Tactical Zone 2,Binh Long | Ninh Thuan
16593,https://cdec.vietnam.ttu.edu/search/item.php?rec=16593,F034600470658,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 64-9966-00, , CTZ 3, Binh Duong Province, Phu Giao District",English,Vietnamese,3,,1966/09/29,1966/09/20,00 0047,,,1966-U0537,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU7409 [11.84015°, 106.59388°]",48PXU7409,11.84015,106.59388,64-9966-00,"Armed Forces | Unidentified Military Installations, Sites, & Objects | Unidentified Military Objects",Log # 64-9966-00 | Combined Document Exploitation Center,,,,CTZ 3 | Loc Ninh,Combat Tactical Zone 3,Binh Duong
16598,https://cdec.vietnam.ttu.edu/search/item.php?rec=16598,F034600470642,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 45-8667-00, , Unknown D Description",English,Vietnamese,4,,1967/02/24,1967/02/12,00 0047,,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | Unknown doc code | Fixed zero | Indexing system used","48PYU8019 [11.92336°, 107.56723°]",48PYU8019,11.92336,107.56723,45-8667-00,"Armed Forces | Troop & Supply Movement Statistics, Methods, & Operating Procedures | Road & Overland | Methods & Operating Procedures | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Resources, Commodities & Weapons | Quartermaster & Miscellaneous Military Equipment | Clothing & Related Equipment | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps",Log # 45-8667-00 | Order of Battle | Product Specifications and Description | Combined Document Exploitation Center,Troops | Troops | TROOPS | TROOPS,,,SOCBULAM | Loc Ninh | CTZ 3,Combat Tactical Zone 3,Binh Long
17332,https://cdec.vietnam.ttu.edu/search/item.php?rec=17332,F034600451035,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 34-6167-00, , Loc Ninh",English,Vietnamese,4,,1967/02/07,1967/01/06,00 0045,,,1967-U0761,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXT2278 [11.56213°, 106.11549°]",48PXT2278,11.56213,106.11549,34-6167-00,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Commerce, Industry, Finance | Labor Force | Employment Trends & Data | Job Placement & Training | Resources, Commodities & Weapons | Agricultural Crops | Grain Crops | Rice | Resources, Commodities & Weapons | Inorganic Chemicals | Salts | Chlorides, Chlorates, & Perchlorates | Armed Forces | Mission & Objectives",Log # 34-6167-00 | Order of Battle | Transportation Techniques | Combined Document Exploitation Center,,Battalion BN- | Regiment RT-Q763,Trinh Quoc Anh | Anh,Loc Ninh | CTZ 3,Combat Tactical Zone 3,Tay Ninh
17871,https://cdec.vietnam.ttu.edu/search/item.php?rec=17871,F034600432841,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 23-9967-00, , CTZ 3, Binh Tuy Province, Ham Tan District",English,Vietnamese,2,,1967/01/26,1967/01/19,00 0043,,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PYS9480 [10.66646°, 107.68396°]",48PYS9480,10.66646,107.68396,23-9967-00,"Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units",Log # 23-9967-00 | Order of Battle | Combined Document Exploitation Center,,,,CTZ 3,Combat Tactical Zone 3,Binh Tuy
18460,https://cdec.vietnam.ttu.edu/search/item.php?rec=18460,F034600421922,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 11-9666-00, , Dong Tranh",English,Vietnamese,3,,1967/01/14,1966/12/28,00 0042,,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","49PCQ0851 [13.12272°, 109.22467°]",49PCQ0851,13.12272,109.22467,11-9666-00,Armed Forces | Insurgent Movements | Operations | Losses of Personnel & Equipment,Log # 11-9666-00 | Combined Document Exploitation Center,,Battalion BN-1 | Unit UT-95,,Dong Tranh | CTZ 2,Combat Tactical Zone 2,Phu Yan
18719,https://cdec.vietnam.ttu.edu/search/item.php?rec=18719,F034600420125,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 65-0366-00, , CTZ 3, Binh Duong Province",English,Vietnamese,4,,1966/09/28,1966/09/18,00 0042,,,1966-U0402,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PXU7309 [11.8402°, 106.58471°]",48PXU7309,11.8402,106.58471,65-0366-00,"Unknown 7A Code | Commerce, Industry, Finance | Government Finance, Banking & Credit, Monetary System | Revenue | Taxes | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Restrictions | Travel Restrictions",Log # 65-0366-00 | Order of Battle | Combined Document Exploitation Center,,,,CTZ 3 | Loc Ninh | Hon Quan | LOXNINH,Combat Tactical Zone 3,Binh Duong
18740,https://cdec.vietnam.ttu.edu/search/item.php?rec=18740,F034600420048,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 65-5366-00, , Unknown D Description",English,Vietnamese,4,,1966/09/29,1966/09/19,00 0042,,,1966-U0498,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PST3862 [11.4008°, 101.68009°]",48PST3862,11.4008,101.68009,65-5366-00,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Mission & Objectives",Log # 65-5366-00 | Order of Battle | Combined Document Exploitation Center,,Battalion BN-I20,,BUNGBANG | CTZ 3 | Loc Ninh,Combat Tactical Zone 3,Tay Ninh
19143,https://cdec.vietnam.ttu.edu/search/item.php?rec=19143,F034600402510,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 00-7030-00, , CTZ 3, Bien Hoa Province",English,Vietnamese,18,,1967/01/31,1967/01/30,00 0040,,,1966-U9314,Unknown,"The Viet Cong, Central Office, SVN, NLFVN","South Vietnam, Saigon Government",Confidential | No Control | No Release Restriction | Raw Intelligence,Army | Doc Indexed MACV | Daily Intelligence Summary | Fixed zero | Indexing system used,"48PXS6599 [10.84613°, 106.50607°]",48PXS6599,10.84613,106.50607,00-7030-00,"Armed Forces | Ground Forces | Antiaircraft Artillery | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Characteristics | Morale | Resources, Commodities & Weapons | Ground Weapons & Ammunition | Small Arms | Ammunition | Types | Armed Forces | Mission & Objectives | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Cavalry | Antiaircraft | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Restrictions | Travel Restrictions | Commerce, Industry, Finance | Government Finance, Banking & Credit, Monetary System | Revenue | Taxes | Armed Forces | Characteristics | Morale | Armed Forces | Ground Forces | Reconnaissance | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Equipment | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Mortar & Recoilless Rifle | Armed Forces | Effect of Hostilities | On Civilian Life | Armed Forces | Tactics & Operations | General | Transportation | Road | Transportation & Communication Systems | Highway Networks | Description of Highway Structures | Bridges, Viaducts, & Culverts | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Harassment | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Harassment",Log # 00-7030-00 | Order of Battle | Product Specifications and Description | Tactics | Operations | Operations | Operations | Combined Document Exploitation Center,Checkpoint | Unknown G Description | Unknown G Description | Sapper Unit | Route-1 | Route-1 | Route-1 | CHECKP | TET | RECCE | SAPPER | RTE1 | RTE1 | RTE1,Battalion BN-7 | Regiment RT-165A | Company CO-31 | Company CO- | Company CO-Q761 | Battalion BN- | Regiment RT-271 | Other Organization | Unit UT-D506 | Unit UT-506 | Unit UT-C247 | Company CO-247 | Battalion BN-282 | Battalion BN-D506 | Battalion BN-506 | Company CO-G761,C:TUNG | Duc | C:BUNG | Le Hoang Van | C:CEEP | C:VIVANTA | C:TA,CTZ 3 | TANSONNHUT | TANPHUTHUNG | CTZ 3 | Loc Ninh | IVANTA | CTZ 3 | La Vang | CTZ 1 | HUONGAN | Thang Binh | CTZ 1 | An Long | Mo Duc | TAVKY | Tam Ky,Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 1 | Combat Tactical Zone 1,Bien Hoa | Hau Hghia | Long An | Quang Tri | Quang Tin
20247,https://cdec.vietnam.ttu.edu/search/item.php?rec=20247,F034600371395,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 01-2899-00, 01/05/1967, Chu Pong",English,Vietnamese,8,1967/01/05,1967/01/21,1965/11/14,00 0037,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PYU0624 [11.97392°, 106.88847°]",48PYU0624,11.97392,106.88847,01-2899-00,"Science & Technology, Engineering | Geography & Cartography | Cartography, Surveying, Geodesy | Maps & Charts | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Infantry | Raid | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | General | Meetings, Except National Congress | Science & Technology, Engineering | Geography & Cartography | Cartography, Surveying, Geodesy | Maps & Charts | Armed Forces | Tactics & Operations | Ground Tactics & Operating Procedures | Science & Technology, Engineering | Geography & Cartography | Cartography, Surveying, Geodesy | Maps & Charts | Armed Forces | Mission & Objectives","Log # 01-2899-00 | Cartographic Representation, Overlays & sketches | Unknown Modifier | Cartographic Representation, Overlays & sketches | Possible, Suspicious, Unusual Sites or Sightings, Activities | Cartographic Representation, Overlays & sketches | Combined Document Exploitation Center",,US 5th SFG (ABN) Interrogation | Regiment RT-66 | Battalion BN-9 | Battalion BN-7 | Regiment RT-33 | Battalion BN-1 | Battalion BN-4,,Chu Pong | Ban Me Thuot | Dan Kia | Loc Ninh,,
